domain,url,sum_traffic,value,keywords,top_keyword,top_keyword_volume,top_keyword_best_position,top_keyword_best_position_kind,top_keyword_best_position_title,page_type,ur,referring_domains,status,traffic_diff,keywords_diff
bancoaurora.com.br,https://bancoaurora.com.br/blog/abrir-conta-pj-online,22,1912,15,abrir conta pj online,338,5,organic,Abrir conta pj online - como fazer em 2026,/Article/How_to,17,5,both,12,10
financasclaras.blog.br,https://financasclaras.blog.br/blog/mei-limite-de-faturamento-vale-a-pena,22,905,18,mei limite de faturamento vale a pena,6610,27,organic,Mei limite de faturamento vale a pena: 7 dicas praticas,/Article/How_to,9,1,both,11,-3
pagsfera.com.br,https://pagsfera.com.br/blog/maquininha-para-mei-passo-a-passo,22,252,23,maquininha para mei passo a passo,4451,27,organic,Maquininha para mei passo a passo: passo a passo,,11,1,both,2,31
infinitepay.io,https://infinitepay.io/materiais/calculadora-de-taxas,22,811,49,calculadora de taxas de cartao,590,9,organic,Calculadora de taxas de cartao: passo a passo,/Document/Template,25,23,both,12,-6
infinitepay.io,https://infinitepay.io/materiais/modelo-contrato,21,220,32,contrato de prestacao de servico,5600,41,organic,Contrato de prestacao de servico | Infinitepay,,7,0,both,5,19
credlink.com.br,https://credlink.com.br/blog/score-empresarial,21,320,12,score empresarial,174,5,organic,Score empresarial | Credlink,,13,3,both,16,-1
giroloja.com.br,https://giroloja.com.br/blog/quanto-cobrar-por-um-servico,21,138,35,quanto cobrar por um servico,1300,11,organic,Quanto cobrar por um servico: passo a passo,/Article/How_to,5,0,both,-1,20
contadorexpress.com.br,https://contadorexpress.com.br/blog/preco-psicologico,21,72,45,preco psicologico,410,6,organic,Preco psicologico: passo a passo,,5,0,left,-1,14
lojafacil.com.br,https://lojafacil.com.br/blog/precificacao-revenda,20,297,35,precificacao para revenda,260,4,organic,Tudo sobre Precificacao para revenda,,21,8,both,8,14
contadorexpress.com.br,https://contadorexpress.com.br/blog/cnae-mei-lista-passo-a-passo,20,713,35,cnae mei lista passo a passo,345,7,organic,Cnae mei lista passo a passo - Contadorexpress,/Article/How_to,12,2,both,2,20
vendamais.com.br,https://vendamais.com.br/blog/frete-gratis-vale-a-pena-simples,20,615,34,frete gratis vale a pena simples,115,3,organic,Frete gratis vale a pena simples - como fazer em 2026,/Article/How_to,16,5,both,-4,-8
vendamais.com.br,https://vendamais.com.br/blog/como-saber-se-estou-vendendo-barato,19,54,56,como saber se estou vendendo barato,210,6,organic,O que e Como saber se estou vendendo barato e como usar,/Article/How_to,15,6,both,14,6
vendamais.com.br,https://vendamais.com.br/blog/whatsapp-business-catalogo-2026,19,536,31,whatsapp business catalogo 2026,119,3,organic,Whatsapp business catalogo 2026 - como fazer em 2026,/Article/How_to,15,5,both,0,-6
financasclaras.blog.br,https://financasclaras.blog.br/blog/cdb-ou-tesouro-direto-o-que-e,19,342,16,cdb ou tesouro direto o que e,118,2,organic,Cdb ou tesouro direto o que e - como fazer em 2026,,13,4,both,5,27
infinitepay.io,https://infinitepay.io/blog/margem-de-lucro-no-varejo,18,15,41,margem de lucro,3300,22,organic,Margem de lucro: 7 dicas praticas,/Article/How_to,11,1,both,12,7
giroloja.com.br,https://giroloja.com.br/blog/como-calcular-preco-de-venda,18,308,49,calculadora de preco de venda,210,5,organic,Calculadora de preco de venda - como fazer em 2026,,10,2,both,12,-6
lojafacil.com.br,https://lojafacil.com.br/blog/como-calcular-margem,18,78,62,calculadora de margem,320,8,organic,Calculadora de margem | Lojafacil,,13,2,both,8,-2
contadorexpress.com.br,https://contadorexpress.com.br/blog/diferenca-lucro-real-e-presumido-passo-a-passo,18,602,5,diferenca lucro real e presumido passo a passo,119,3,organic,O que e Diferenca lucro real e presumido passo a passo e como usar,,17,5,both,0,11
maquinacerta.net,https://maquinacerta.net/blog/maquininha-que-aceita-pix-2026,18,447,35,maquininha que aceita pix 2026,1502,18,organic,Maquininha que aceita pix 2026 - Maquinacerta,,5,0,both,0,22
giroloja.com.br,https://giroloja.com.br/blog/como-calcular-custo-fixo,17,99,16,como calcular custo fixo,1300,11,organic,O que e Como calcular custo fixo e como usar,/Article/How_to,4,0,both,2,9
financasclaras.blog.br,https://financasclaras.blog.br/tabela-de-precos-como-fazer,17,102,17,tabela de precos como fazer,620,11,organic,Tabela de precos como fazer: passo a passo,,4,0,left,13,33
bancoquantum.com.br,https://bancoquantum.com.br/blog/boleto-parcelado-o-que-e,17,539,32,boleto parcelado o que e,99,3,organic,Boleto parcelado o que e: passo a passo,/Article/How_to,22,9,both,1,31
contazen.com.br,https://contazen.com.br/blog/icms-st-o-que-e-2026,17,385,23,icms st o que e 2026,3769,27,organic,Icms st o que e 2026: passo a passo,/Article/How_to,7,0,both,11,-9
bancoquantum.com.br,https://bancoquantum.com.br/blog/boleto-hibrido-passo-a-passo,16,63,22,boleto hibrido passo a passo,169,5,organic,Boleto hibrido passo a passo - Bancoquantum,/Article/How_to,13,1,left,0,18
pagsfera.com.br,https://pagsfera.com.br/blog/boleto-registrado-passo-a-passo,16,802,20,boleto registrado passo a passo,2894,27,organic,Tudo sobre Boleto registrado passo a passo,,10,1,both,5,10
vendamais.com.br,https://vendamais.com.br/blog/instagram-para-vendas,16,427,46,instagram para vendas,148,5,organic,O que e Instagram para vendas e como usar,,17,6,both,11,24
dinheirocerto.com.br,https://dinheirocerto.com.br/blog/financiamento-ou-consorcio,16,385,8,financiamento ou consorcio,206,4,organic,Financiamento ou consorcio: passo a passo,,21,10,left,0,-3
infinitepay.io,https://infinitepay.io/materiais/planilha-de-fluxo-de-caixa,16,89,48,planilha de fluxo de caixa,1900,23,organic,Planilha de fluxo de caixa: 7 dicas praticas,,13,2,both,12,-9
infinitepay.io,https://infinitepay.io/materiais/planilha-de-controle-de-estoque,16,142,20,planilha de controle de estoque,2200,19,organic,Planilha de controle de estoque | Infinitepay,/Document/Template,13,2,both,0,9
pagsfera.com.br,https://pagsfera.com.br/blog/taxa-de-debito-maquininha-como-funciona,15,170,6,taxa de debito maquininha como funciona,1049,18,organic,Taxa de debito maquininha como funciona: guia completo,,6,0,both,12,7
credlink.com.br,https://credlink.com.br/blog/risco-sacado,14,164,51,risco sacado,1210,14,organic,Tudo sobre Risco sacado,/Article/How_to,4,0,both,10,25
financasclaras.blog.br,https://financasclaras.blog.br/blog/mei-paga-inss-simples,14,109,25,mei paga inss simples,950,13,organic,Mei paga inss simples: passo a passo,/Article/How_to,4,0,both,-1,-2
contadorexpress.com.br,https://contadorexpress.com.br/blog/preco-venda-imposto,13,141,52,calcular preco de venda com imposto,140,5,organic,Calcular preco de venda com imposto - como fazer em 2026,,18,8,left,6,-7
contadorexpress.com.br,https://contadorexpress.com.br/blog/mei-pode-emitir-nota-para-pessoa-fisica-vale-a,13,554,31,mei pode emitir nota para pessoa fisica vale a pena,975,18,organic,Tudo sobre Mei pode emitir nota para pessoa fisica vale a pena,,7,0,both,0,32
vendamais.com.br,https://vendamais.com.br/blog/marketplace-ou-loja-propria-vale-a-pena,13,493,54,marketplace ou loja propria vale a pena,2739,27,organic,Marketplace ou loja propria vale a pena: 7 dicas praticas,/Article/How_to,14,3,left,5,27
pagsfera.com.br,https://pagsfera.com.br/blog/aluguel-de-maquininha-2026,13,253,55,aluguel de maquininha 2026,729,13,organic,Aluguel de maquininha 2026 | Pagsfera,,6,0,left,0,34
contazen.com.br,https://contazen.com.br/blog/formacao-de-preco,12,160,11,formacao de preco de venda,320,6,organic,Formacao de preco de venda - Contazen,,18,6,both,-2,31
bancoaurora.com.br,https://bancoaurora.com.br/blog/gerente-de-conta-pj,12,527,20,gerente de conta pj,148,7,organic,Gerente de conta pj - como fazer em 2026,/Article/How_to,13,2,left,9,34
bancoaurora.com.br,https://bancoaurora.com.br/blog/seguro-para-pequenas-empresas,12,437,12,seguro para pequenas empresas,1368,14,organic,Seguro para pequenas empresas: 7 dicas praticas,/Article/How_to,12,1,both,6,26
financasclaras.blog.br,https://financasclaras.blog.br/como-reajustar-preco-para-clientes,12,79,45,como reajustar preco para clientes,180,8,organic,Como reajustar preco para clientes - como fazer em 2026,,8,2,left,1,28
credlink.com.br,https://credlink.com.br/blog/prazo-de-recebimento-cartao,11,580,37,prazo de recebimento cartao,189,7,organic,Prazo de recebimento cartao - Credlink,,14,3,both,-1,2
financasclaras.blog.br,https://financasclaras.blog.br/blog/mei-atrasado-o-que-fazer-simples,11,305,47,mei atrasado o que fazer simples,91,5,organic,Mei atrasado o que fazer simples | Financasclaras,,10,2,both,-1,0
vendamais.com.br,https://vendamais.com.br/blog/frete-gratis-vale-a-pena-2026,11,151,32,frete gratis vale a pena 2026,1547,27,organic,Frete gratis vale a pena 2026: 7 dicas praticas,/Article/How_to,10,1,both,6,-1
taxaja.com.br,https://taxaja.com.br/blog/maquininha-que-aceita-pix-2026,11,334,10,maquininha que aceita pix 2026,1502,18,organic,Maquininha que aceita pix 2026: guia completo,,4,0,both,0,21
financasclaras.blog.br,https://financasclaras.blog.br/precificar-produto-importado,10,106,30,precificar produto importado,290,8,organic,Precificar produto importado: passo a passo,,10,1,left,4,-3
bancoquantum.com.br,https://bancoquantum.com.br/blog/pix-internacional,10,110,11,pix internacional,839,13,organic,Pix internacional | Bancoquantum,,12,1,both,6,19
bancoquantum.com.br,https://bancoquantum.com.br/blog/boleto-registrado-o-que-e,10,39,48,boleto registrado o que e,83,4,organic,Boleto registrado o que e - Bancoquantum,/Article/How_to,20,10,both,3,25
giroloja.com.br,https://giroloja.com.br/blog/capital-de-giro-liquido-2026,10,9,36,capital de giro liquido 2026,815,18,organic,Tudo sobre Capital de giro liquido 2026,,10,1,both,3,28
giroloja.com.br,https://giroloja.com.br/blog/indicadores-de-vendas-gratis,10,83,53,indicadores de vendas gratis,171,7,organic,Tudo sobre Indicadores de vendas gratis,/Article/How_to,10,1,both,1,-1
contadorexpress.com.br,https://contadorexpress.com.br/blog/substituicao-tributaria-simples,10,156,52,substituicao tributaria simples,753,13,organic,Substituicao tributaria simples - como fazer em 2026,/Article/How_to,12,2,both,3,2
contadorexpress.com.br,https://contadorexpress.com.br/blog/como-calcular-desconto-maximo,9,46,46,como calcular desconto maximo,390,8,organic,Como calcular desconto maximo: guia completo,,13,3,both,7,30
nexopay.com.br,https://nexopay.com.br/blog/boleto-parcelado-o-que-e,9,442,28,boleto parcelado o que e,99,3,organic,Boleto parcelado o que e: guia completo,/Article/How_to,14,5,left,2,7
pagsfera.com.br,https://pagsfera.com.br/blog/cartao-empresarial-como-funciona,9,313,45,cartao empresarial como funciona,470,9,organic,Cartao empresarial como funciona: 7 dicas praticas,/Article/How_to,18,7,both,0,23
bancoquantum.com.br,https://bancoquantum.com.br/blog/bandeira-do-cartao,9,160,44,bandeira do cartao,2515,27,organic,Tudo sobre Bandeira do cartao,,11,1,both,0,21
lojafacil.com.br,https://lojafacil.com.br/blog/descricao-de-produto-que-vende-passo-a-passo,9,185,36,descricao de produto que vende passo a passo,763,18,organic,Tudo sobre Descricao de produto que vende passo a passo,/Article/How_to,7,0,both,7,23
contazen.com.br,https://contazen.com.br/blog/mei-atrasado-o-que-fazer-gratis,8,117,14,mei atrasado o que fazer gratis,846,18,organic,Tudo sobre Mei atrasado o que fazer gratis,,10,1,both,1,15
pagsfera.com.br,https://pagsfera.com.br/blog/boleto-parcelado-2026,8,211,46,boleto parcelado 2026,321,13,organic,Boleto parcelado 2026 - como fazer em 2026,/Article/How_to,12,1,both,6,24
financasclaras.blog.br,https://financasclaras.blog.br/blog/programa-de-fidelidade-pequeno-negocio,8,11,47,programa de fidelidade pequeno negocio,108,7,organic,Programa de fidelidade pequeno negocio - Financasclaras,/Article/How_to,10,2,left,1,18
vendamais.com.br,https://vendamais.com.br/ferramentas/calculadora-preco,7,190,34,calculadora de preco de venda,210,9,organic,Calculadora de preco de venda - Vendamais,,26,29,both,1,26
credlink.com.br,https://credlink.com.br/blog/emprestimo-sem-garantia-pj,7,384,53,emprestimo sem garantia pj,799,21,organic,Emprestimo sem garantia pj: passo a passo,/Article/How_to,4,0,left,5,-8
financasclaras.blog.br,https://financasclaras.blog.br/blog/mei-atrasado-o-que-fazer-vale-a-pena,7,201,27,mei atrasado o que fazer vale a pena,245,7,organic,O que e Mei atrasado o que fazer vale a pena e como usar,/Article/How_to,3,0,both,-1,23
lojafacil.com.br,https://lojafacil.com.br/blog/formacao-preco-venda,6,74,50,formacao de preco de venda,320,11,organic,Tudo sobre Formacao de preco de venda,/Article/How_to,15,2,both,1,-3
contazen.com.br,https://contazen.com.br/blog/mei-paga-inss-gratis,6,214,43,mei paga inss gratis,611,18,organic,Mei paga inss gratis - como fazer em 2026,/Article/How_to,12,1,both,1,32
nexopay.com.br,https://nexopay.com.br/blog/pix-parcelado-como-funciona-como-funciona,6,251,40,pix parcelado como funciona como funciona,902,18,organic,Pix parcelado como funciona como funciona | Nexopay,/Article/How_to,11,1,both,3,32
bancoquantum.com.br,https://bancoquantum.com.br/blog/chave-pix-aleatoria-simples,6,223,35,chave pix aleatoria simples,743,18,organic,Chave pix aleatoria simples - como fazer em 2026,,12,1,left,4,8
vendamais.com.br,https://vendamais.com.br/blog/descricao-de-produto-que-vende-2026,6,71,21,descricao de produto que vende 2026,385,13,organic,Descricao de produto que vende 2026: passo a passo,/Article/How_to,8,0,both,5,29
lojafacil.com.br,https://lojafacil.com.br/blog/descricao-de-produto-que-vende-o-que-e,6,174,50,descricao de produto que vende o que e,67,5,organic,Descricao de produto que vende o que e - Lojafacil,,15,6,both,3,13
contazen.com.br,https://contazen.com.br/blog/icms-st-o-que-e-o-que-e,6,43,33,icms st o que e o que e,353,13,organic,Icms st o que e o que e | Contazen,,8,0,both,-1,-6
bancoaurora.com.br,https://bancoaurora.com.br/blog/tarifas-conta-pj,5,98,7,tarifas conta pj,1198,21,organic,Tarifas conta pj - Bancoaurora,,10,1,both,2,11
giroloja.com.br,https://giroloja.com.br/blog/markup-divisor,5,13,31,markup divisor,230,11,organic,Markup divisor | Giroloja,,12,2,both,1,20
contazen.com.br,https://contazen.com.br/blog/mei-pode-ter-funcionario-gratis,5,176,31,mei pode ter funcionario gratis,1123,27,organic,Tudo sobre Mei pode ter funcionario gratis,,9,0,both,2,15
nexopay.com.br,https://nexopay.com.br/blog/prazo-compensacao-boleto-como-funciona,5,12,39,prazo compensacao boleto como funciona,1045,27,organic,Prazo compensacao boleto como funciona | Nexopay,/Article/How_to,7,0,both,2,19
taxaja.com.br,https://taxaja.com.br/blog/cartao-de-credito-para-negativado-gratis,5,40,55,cartao de credito para negativado gratis,279,13,organic,Cartao de credito para negativado gratis: 7 dicas praticas,,3,0,both,2,32
bancoquantum.com.br,https://bancoquantum.com.br/blog/parcelamento-sem-juros-lojista-o-que-e,5,13,18,parcelamento sem juros lojista o que e,60,5,organic,Parcelamento sem juros lojista o que e | Bancoquantum,,22,13,both,1,3
vendamais.com.br,https://vendamais.com.br/blog/giro-de-estoque-vale-a-pena,5,172,43,giro de estoque vale a pena,937,18,organic,Giro de estoque vale a pena - Vendamais,/Article/How_to,12,2,both,3,11
giroloja.com.br,https://giroloja.com.br/blog/curva-abc-como-funciona,5,186,9,curva abc como funciona,145,9,organic,Tudo sobre Curva abc como funciona,/Article/How_to,16,6,both,2,29
infinitepay.io,https://infinitepay.io/materiais/calculadora-de-rendimento,5,22,29,calculadora de rendimento,1100,26,organic,Calculadora de rendimento - Infinitepay,/Document/Template,8,0,both,0,1
infinitepay.io,https://infinitepay.io/blog/como-calcular-preco-de-venda,4,23,39,como calcular preco de venda,880,34,organic,Como calcular preco de venda | Infinitepay,,7,0,both,3,15
nexopay.com.br,https://nexopay.com.br/blog/boleto-registrado-simples,4,81,56,boleto registrado simples,864,27,organic,Boleto registrado simples: 7 dicas praticas,,12,2,both,0,30
vendamais.com.br,https://vendamais.com.br/blog/comissao-de-vendedor-como-calcular-vale-a-pena,4,166,27,comissao de vendedor como calcular vale a pena,264,13,organic,Comissao de vendedor como calcular vale a pena: passo a passo,/Article/How_to,12,1,both,1,-5
contadorexpress.com.br,https://contadorexpress.com.br/blog/nota-fiscal-de-servico-vale-a-pena,4,210,24,nota fiscal de servico vale a pena,56,5,organic,Nota fiscal de servico vale a pena - Contadorexpress,,16,4,left,0,22
maquinacerta.net,https://maquinacerta.net/blog/maquininha-que-aceita-pix-passo-a-passo,4,124,28,maquininha que aceita pix passo a passo,66,5,organic,Maquininha que aceita pix passo a passo: 7 dicas praticas,,4,0,both,0,17
infinitepay.io,https://infinitepay.io/materiais/nome-para-loja-de-roupas,4,15,46,nome para loja de roupas,1400,31,organic,Tudo sobre Nome para loja de roupas,,7,0,both,1,11
infinitepay.io,https://infinitepay.io/materiais/calculadora-capital-giro,3,75,24,capital de giro,7700,58,organic,Capital de giro: passo a passo,/Document/Template,9,0,left,0,16
lojafacil.com.br,https://lojafacil.com.br/blog/rateio-de-custo-indireto,3,41,31,rateio de custo indireto,260,11,organic,Rateio de custo indireto: 7 dicas praticas,/Article/How_to,6,0,both,0,-9
financasclaras.blog.br,https://financasclaras.blog.br/blog/desenquadramento-mei-gratis,3,13,12,desenquadramento mei gratis,61,4,organic,Desenquadramento mei gratis: passo a passo,/Article/How_to,4,0,both,1,3
pagsfera.com.br,https://pagsfera.com.br/blog/boleto-parcelado-vale-a-pena,3,36,22,boleto parcelado vale a pena,69,7,organic,O que e Boleto parcelado vale a pena e como usar,/Article/How_to,20,8,left,0,9
financasclaras.blog.br,https://financasclaras.blog.br/blog/cnae-mei-lista,2,55,36,cnae mei lista,301,18,organic,Cnae mei lista - como fazer em 2026,,7,0,both,0,5
bancoquantum.com.br,https://bancoquantum.com.br/blog/parcelamento-sem-juros-lojista-2026,2,33,22,parcelamento sem juros lojista 2026,211,18,organic,Parcelamento sem juros lojista 2026 - como fazer em 2026,,13,2,both,1,-7
contazen.com.br,https://contazen.com.br/blog/giro-de-estoque-2026,2,59,23,giro de estoque 2026,172,18,organic,Giro de estoque 2026 - Contazen,,14,2,both,0,32
pagsfera.com.br,https://pagsfera.com.br/blog/taxa-de-debito-maquininha-2026,2,57,29,taxa de debito maquininha 2026,560,27,organic,Taxa de debito maquininha 2026: 7 dicas praticas,,7,0,both,1,9
infinitepay.io,https://infinitepay.io/materiais/gerador-de-link-de-pagamento,2,223,48,gerador de link de pagamento,390,29,organic,Gerador de link de pagamento - Infinitepay,,7,0,left,0,-4
bancoaurora.com.br,https://bancoaurora.com.br/blog/aplicacao-automatica-cdi,1,19,14,aplicacao automatica cdi,269,14,organic,O que e Aplicacao automatica cdi e como usar,,13,1,both,0,-7
pagsfera.com.br,https://pagsfera.com.br/blog/pix-parcelado-como-funciona-gratis,1,2,50,pix parcelado como funciona gratis,176,18,organic,Pix parcelado como funciona gratis: passo a passo,/Article/How_to,13,2,left,0,31
giroloja.com.br,https://giroloja.com.br/blog/dropshipping-como-funciona-como-funciona,1,35,47,dropshipping como funciona como funciona,157,18,organic,Dropshipping como funciona como funciona | Giroloja,,5,0,left,0,10
giroloja.com.br,https://giroloja.com.br/blog/giro-de-estoque-2026,1,42,42,giro de estoque 2026,172,13,organic,Tudo sobre Giro de estoque 2026,/Article/How_to,6,0,both,0,26
pagsfera.com.br,https://pagsfera.com.br/blog/maquininha-que-aceita-pix-passo-a-passo,1,39,52,maquininha que aceita pix passo a passo,66,9,organic,Maquininha que aceita pix passo a passo - Pagsfera,,20,6,both,0,17
infinitepay.io,https://infinitepay.io/materiais/calculadora-de-desconto,1,4,23,calculadora de desconto,880,44,organic,Calculadora de desconto | Infinitepay,,8,0,both,0,30
infinitepay.io,https://infinitepay.io/materiais/calculadora-de-custo-de-funcionario,1,7,47,custo de funcionario,720,38,organic,O que e Custo de funcionario e como usar,/Document/Template,9,0,both,0,-6
infinitepay.io,https://infinitepay.io/materiais/calculadora-de-margem,0,0,33,calculadora de margem,320,67,organic,Calculadora de margem: 7 dicas praticas,,6,0,both,0,21
bancoaurora.com.br,https://bancoaurora.com.br/blog/transferencia-ted-horario,0,0,21,transferencia ted horario,279,21,organic,Transferencia ted horario | Bancoaurora,/Article/How_to,12,1,both,0,18
contazen.com.br,https://contazen.com.br/blog/desenquadramento-mei-o-que-e,0,0,35,desenquadramento mei o que e,108,13,organic,Desenquadramento mei o que e - como fazer em 2026,,10,1,left,0,32
pagsfera.com.br,https://pagsfera.com.br/blog/devolucao-de-pix,0,0,41,devolucao de pix,96,13,organic,Devolucao de pix - como fazer em 2026,,13,2,left,0,10
pagsfera.com.br,https://pagsfera.com.br/blog/parcelamento-sem-juros-lojista-o-que-e,0,0,11,parcelamento sem juros lojista o que e,60,18,organic,Parcelamento sem juros lojista o que e | Pagsfera,,9,1,both,0,14
bancoquantum.com.br,https://bancoquantum.com.br/blog/parcelamento-sem-juros-lojista-gratis,0,0,27,parcelamento sem juros lojista gratis,239,27,organic,Parcelamento sem juros lojista gratis | Bancoquantum,/Article/How_to,16,2,both,0,2
giroloja.com.br,https://giroloja.com.br/blog/frete-gratis-vale-a-pena-simples,0,0,45,frete gratis vale a pena simples,115,27,organic,O que e Frete gratis vale a pena simples e como usar,/Article/How_to,6,0,both,0,4
vendamais.com.br,https://vendamais.com.br/blog/abandono-de-carrinho-passo-a-passo,0,0,36,abandono de carrinho passo a passo,58,27,organic,O que e Abandono de carrinho passo a passo e como usar,,8,0,both,0,-7
contazen.com.br,https://contazen.com.br/blog/curva-abc-como-funciona,0,0,45,curva abc como funciona,145,18,organic,Tudo sobre Curva abc como funciona,/Article/How_to,7,0,both,0,1
vendamais.com.br,https://vendamais.com.br/blog/indicadores-de-vendas-gratis,0,0,32,indicadores de vendas gratis,171,27,organic,O que e Indicadores de vendas gratis e como usar,,8,0,left,0,-1
contazen.com.br,https://contazen.com.br/blog/comissao-de-vendedor-como-calcular-vale-a-pena,0,0,43,comissao de vendedor como calcular vale a pena,264,27,organic,Comissao de vendedor como calcular vale a pena - como fazer em 2026,/Article/How_to,10,1,left,0,-2
contazen.com.br,https://contazen.com.br/blog/diferenca-lucro-real-e-presumido-passo-a-passo,0,0,25,diferenca lucro real e presumido passo a passo,119,18,organic,Diferenca lucro real e presumido passo a passo: passo a passo,/Article/How_to,16,4,both,0,30
vendamais.com.br,https://vendamais.com.br/blog/programa-de-fidelidade-pequeno-negocio,0,0,32,programa de fidelidade pequeno negocio,108,27,organic,Programa de fidelidade pequeno negocio - Vendamais,/Article/How_to,14,2,left,0,-3
financasclaras.blog.br,https://financasclaras.blog.br/blog/score-de-credito-como-aumentar-simples,0,0,34,score de credito como aumentar simples,179,27,organic,O que e Score de credito como aumentar simples e como usar,/Article/How_to,5,0,both,0,26
taxaja.com.br,https://taxaja.com.br/blog/maquininha-com-chip-ou-wifi-passo-a-passo,0,0,38,maquininha com chip ou wifi passo a passo,120,13,organic,Maquininha com chip ou wifi passo a passo: 7 dicas praticas,/Article/How_to,9,1,both,0,31
infinitepay.io,https://infinitepay.io/materiais/calculadora-de-juros,0,0,32,calculadora de juros simples,2400,51,organic,Calculadora de juros simples: guia completo,,6,0,both,0,20
