domain,keyword,volume,keyword_difficulty,cpc,sum_traffic,best_position,best_position_kind,best_position_url,is_branded,is_commercial,is_informational,is_navigational,is_transactional,is_local,serp_features,words,status
nexopay.com.br,pix parcelado como funciona como funciona,902,24,34,4,18,organic,https://nexopay.com.br/blog/pix-parcelado-como-funciona-como-funciona,False,False,True,False,False,False,,6,both
bancoquantum.com.br,boleto registrado o que e,83,3,6,4,4,organic,https://bancoquantum.com.br/blog/boleto-registrado-o-que-e,False,False,True,False,False,False,,5,both
pagsfera.com.br,boleto parcelado 2026,321,16,19,4,13,organic,https://pagsfera.com.br/blog/boleto-parcelado-2026,False,False,True,False,False,False,,3,both
lojafacil.com.br,descricao de produto que vende passo a passo,763,12,31,4,18,organic,https://lojafacil.com.br/blog/descricao-de-produto-que-vende-passo-a-passo,False,False,True,False,True,False,,8,both
vendamais.com.br,giro de estoque vale a pena,937,23,29,4,18,organic,https://vendamais.com.br/blog/giro-de-estoque-vale-a-pena,False,False,True,False,True,False,,6,both
contazen.com.br,icms st o que e o que e,353,9,9,4,13,organic,https://contazen.com.br/blog/icms-st-o-que-e-o-que-e,False,True,True,False,False,False,,8,both
financasclaras.blog.br,programa de fidelidade pequeno negocio,108,7,2,4,7,organic,https://financasclaras.blog.br/blog/programa-de-fidelidade-pequeno-negocio,False,False,True,False,False,False,snippet,5,left
lojafacil.com.br,formacao de preco de venda,320,5,10,3,11,organic,https://lojafacil.com.br/blog/formacao-preco-venda,False,False,True,False,False,False,,5,both
vendamais.com.br,calculadora de preco de venda,210,1,20,3,9,organic,https://vendamais.com.br/ferramentas/calculadora-preco,False,True,True,False,True,False,snippet,5,both
bancoaurora.com.br,tarifas conta pj,1198,18,28,3,21,organic,https://bancoaurora.com.br/blog/tarifas-conta-pj,False,False,True,False,False,False,,3,both
credlink.com.br,emprestimo sem garantia pj,799,31,66,3,21,organic,https://credlink.com.br/blog/emprestimo-sem-garantia-pj,False,True,True,False,True,False,,4,left
lojafacil.com.br,rateio de custo indireto,260,9,11,3,11,organic,https://lojafacil.com.br/blog/rateio-de-custo-indireto,False,True,True,False,False,False,,4,both
giroloja.com.br,markup divisor,230,4,2,3,11,organic,https://giroloja.com.br/blog/markup-divisor,False,False,True,False,False,False,snippet,2,both
contazen.com.br,mei pode ter funcionario gratis,1123,17,28,3,27,organic,https://contazen.com.br/blog/mei-pode-ter-funcionario-gratis,False,True,True,False,False,False,,5,both
financasclaras.blog.br,desenquadramento mei gratis,61,7,4,3,4,organic,https://financasclaras.blog.br/blog/desenquadramento-mei-gratis,False,False,True,False,False,False,snippet,3,both
contazen.com.br,mei paga inss gratis,611,15,26,3,18,organic,https://contazen.com.br/blog/mei-paga-inss-gratis,False,False,True,False,False,False,,4,both
nexopay.com.br,prazo compensacao boleto como funciona,1045,25,3,3,27,organic,https://nexopay.com.br/blog/prazo-compensacao-boleto-como-funciona,False,True,True,False,False,False,,5,both
taxaja.com.br,cartao de credito para negativado gratis,279,13,8,3,13,organic,https://taxaja.com.br/blog/cartao-de-credito-para-negativado-gratis,False,True,True,False,False,False,snippet,6,both
bancoquantum.com.br,parcelamento sem juros lojista o que e,60,6,3,3,5,organic,https://bancoquantum.com.br/blog/parcelamento-sem-juros-lojista-o-que-e,False,True,True,False,False,False,,7,both
vendamais.com.br,descricao de produto que vende 2026,385,12,11,3,13,organic,https://vendamais.com.br/blog/descricao-de-produto-que-vende-2026,False,False,True,False,True,False,,6,both
lojafacil.com.br,descricao de produto que vende o que e,67,5,25,3,5,organic,https://lojafacil.com.br/blog/descricao-de-produto-que-vende-o-que-e,False,False,True,False,False,False,snippet,8,both
giroloja.com.br,curva abc como funciona,145,6,37,3,9,organic,https://giroloja.com.br/blog/curva-abc-como-funciona,False,True,True,False,False,False,,4,both
infinitepay.io,nome para loja de roupas,1400,5,3,3,31,organic,https://infinitepay.io/materiais/nome-para-loja-de-roupas,False,False,True,False,True,False,,5,both
infinitepay.io,como calcular preco de venda,880,6,7,2,34,organic,https://infinitepay.io/blog/como-calcular-preco-de-venda,False,False,True,False,False,False,snippet,5,both
infinitepay.io,capital de giro,7700,30,33,2,58,organic,https://infinitepay.io/materiais/calculadora-capital-giro,False,True,True,False,False,False,,3,left
nexopay.com.br,boleto registrado simples,864,16,31,2,27,organic,https://nexopay.com.br/blog/boleto-registrado-simples,False,True,True,False,False,False,,3,both
pagsfera.com.br,boleto parcelado vale a pena,69,6,15,2,7,organic,https://pagsfera.com.br/blog/boleto-parcelado-vale-a-pena,False,False,True,False,False,False,,5,left
vendamais.com.br,comissao de vendedor como calcular vale a pena,264,12,31,2,13,organic,https://vendamais.com.br/blog/comissao-de-vendedor-como-calcular-vale-a-pena,False,False,True,False,False,False,,8,both
contadorexpress.com.br,nota fiscal de servico vale a pena,56,3,40,2,5,organic,https://contadorexpress.com.br/blog/nota-fiscal-de-servico-vale-a-pena,False,False,True,False,False,False,,7,left
maquinacerta.net,maquininha que aceita pix passo a passo,66,4,37,2,5,organic,https://maquinacerta.net/blog/maquininha-que-aceita-pix-passo-a-passo,False,False,True,False,False,False,,7,both
infinitepay.io,calculadora de rendimento,1100,10,4,2,26,organic,https://infinitepay.io/materiais/calculadora-de-rendimento,False,False,True,False,True,False,snippet,3,both
bancoaurora.com.br,aplicacao automatica cdi,269,9,17,1,14,organic,https://bancoaurora.com.br/blog/aplicacao-automatica-cdi,False,True,True,False,True,False,snippet,3,both
financasclaras.blog.br,cnae mei lista,301,10,20,1,18,organic,https://financasclaras.blog.br/blog/cnae-mei-lista,False,True,True,False,False,False,snippet,3,both
pagsfera.com.br,pix parcelado como funciona gratis,176,7,2,1,18,organic,https://pagsfera.com.br/blog/pix-parcelado-como-funciona-gratis,False,True,True,False,False,False,,5,left
bancoquantum.com.br,parcelamento sem juros lojista 2026,211,9,13,1,18,organic,https://bancoquantum.com.br/blog/parcelamento-sem-juros-lojista-2026,False,False,True,False,False,False,,5,both
giroloja.com.br,dropshipping como funciona como funciona,157,4,29,1,18,organic,https://giroloja.com.br/blog/dropshipping-como-funciona-como-funciona,False,False,True,False,True,False,snippet,5,left
contazen.com.br,giro de estoque 2026,172,9,32,1,18,organic,https://contazen.com.br/blog/giro-de-estoque-2026,False,False,True,False,False,False,,4,both
giroloja.com.br,giro de estoque 2026,172,9,32,1,13,organic,https://giroloja.com.br/blog/giro-de-estoque-2026,False,False,True,False,False,False,snippet,4,both
pagsfera.com.br,maquininha que aceita pix passo a passo,66,4,37,1,9,organic,https://pagsfera.com.br/blog/maquininha-que-aceita-pix-passo-a-passo,False,False,True,False,False,False,snippet,7,both
pagsfera.com.br,taxa de debito maquininha 2026,560,20,23,1,27,organic,https://pagsfera.com.br/blog/taxa-de-debito-maquininha-2026,False,False,True,False,True,False,,5,both
infinitepay.io,calculadora de desconto,880,3,4,1,44,organic,https://infinitepay.io/materiais/calculadora-de-desconto,False,False,True,False,True,False,snippet,3,both
infinitepay.io,gerador de link de pagamento,390,6,90,1,29,organic,https://infinitepay.io/materiais/gerador-de-link-de-pagamento,False,False,True,False,True,False,snippet,5,left
infinitepay.io,custo de funcionario,720,13,11,1,38,organic,https://infinitepay.io/materiais/calculadora-de-custo-de-funcionario,False,False,True,False,True,False,,3,both
infinitepay.io,calculadora de margem,320,1,4,0,67,organic,https://infinitepay.io/materiais/calculadora-de-margem,False,False,True,False,True,False,,3,both
bancoaurora.com.br,transferencia ted horario,279,15,24,0,21,organic,https://bancoaurora.com.br/blog/transferencia-ted-horario,False,False,True,False,False,False,,3,both
contazen.com.br,desenquadramento mei o que e,108,7,1,0,13,organic,https://contazen.com.br/blog/desenquadramento-mei-o-que-e,False,True,True,False,False,False,,5,left
pagsfera.com.br,devolucao de pix,96,5,28,0,13,organic,https://pagsfera.com.br/blog/devolucao-de-pix,False,False,True,False,True,False,,3,left
pagsfera.com.br,parcelamento sem juros lojista o que e,60,6,3,0,18,organic,https://pagsfera.com.br/blog/parcelamento-sem-juros-lojista-o-que-e,False,True,True,False,False,False,,7,both
bancoquantum.com.br,parcelamento sem juros lojista gratis,239,15,13,0,27,organic,https://bancoquantum.com.br/blog/parcelamento-sem-juros-lojista-gratis,False,False,True,False,False,False,,5,both
giroloja.com.br,frete gratis vale a pena simples,115,6,26,0,27,organic,https://giroloja.com.br/blog/frete-gratis-vale-a-pena-simples,False,False,True,False,False,False,,6,both
vendamais.com.br,abandono de carrinho passo a passo,58,2,5,0,27,organic,https://vendamais.com.br/blog/abandono-de-carrinho-passo-a-passo,False,False,True,False,False,False,snippet,6,both
contazen.com.br,curva abc como funciona,145,6,37,0,18,organic,https://contazen.com.br/blog/curva-abc-como-funciona,False,True,True,False,False,False,snippet,4,both
vendamais.com.br,indicadores de vendas gratis,171,10,11,0,27,organic,https://vendamais.com.br/blog/indicadores-de-vendas-gratis,False,False,True,False,True,False,,4,left
contazen.com.br,comissao de vendedor como calcular vale a pena,264,12,31,0,27,organic,https://contazen.com.br/blog/comissao-de-vendedor-como-calcular-vale-a-pena,False,False,True,False,False,False,,8,left
contazen.com.br,diferenca lucro real e presumido passo a passo,119,11,28,0,18,organic,https://contazen.com.br/blog/diferenca-lucro-real-e-presumido-passo-a-passo,False,False,True,False,False,False,,8,both
vendamais.com.br,programa de fidelidade pequeno negocio,108,7,2,0,27,organic,https://vendamais.com.br/blog/programa-de-fidelidade-pequeno-negocio,False,False,True,False,False,False,,5,left
financasclaras.blog.br,score de credito como aumentar simples,179,13,31,0,27,organic,https://financasclaras.blog.br/blog/score-de-credito-como-aumentar-simples,False,False,True,False,False,False,,6,both
taxaja.com.br,maquininha com chip ou wifi passo a passo,120,4,14,0,13,organic,https://taxaja.com.br/blog/maquininha-com-chip-ou-wifi-passo-a-passo,False,False,True,False,True,False,,8,both
infinitepay.io,calculadora de juros simples,2400,12,3,0,51,organic,https://infinitepay.io/materiais/calculadora-de-juros,False,False,True,False,True,False,snippet,4,both
